role,latitude,longitude,height,date_time,person_id
Cycle Courier,51.464565,-0.08214,58.78,2012-12-11 00:55:35,7
Cycle Courier,51.464524,-0.082155,58.78,2012-12-11 00:56:00,7
Cycle Courier,51.46441,-0.082017,59.26,2012-12-11 00:56:30,7
Cycle Courier,51.46442,-0.082039,59.26,2012-12-11 00:56:44,7
Cycle Courier,51.464391,-0.081887,59.26,2012-12-11 00:57:15,7
Cycle Courier,51.464336,-0.08186,59.74,2012-12-11 00:57:36,7
Cycle Courier,51.464244,-0.08167,59.26,2012-12-11 00:58:40,7
Cycle Courier,51.464243,-0.081625,59.26,2012-12-11 00:59:04,7
Cycle Courier,51.464281,-0.081529,59.26,2012-12-11 00:59:22,7
Cycle Courier,51.464373,-0.081725,60.22,2012-12-11 00:59:52,7
Cycle Courier,51.464386,-0.081827,59.74,2012-12-11 01:00:13,7
Cycle Courier,51.464422,-0.08193,59.26,2012-12-11 01:00:41,7
Cycle Courier,51.464417,-0.081863,59.26,2012-12-11 01:02:16,7
Cycle Courier,51.464416,-0.081918,59.26,2012-12-11 01:02:56,7
Cycle Courier,51.464426,-0.082043,58.78,2012-12-11 01:03:37,7
Cycle Courier,51.464509,-0.082319,58.78,2012-12-11 01:04:44,7
Cycle Courier,51.46449,-0.082317,58.78,2012-12-11 01:05:04,7
Cycle Courier,51.46447,-0.082132,58.78,2012-12-11 01:05:53,7
Cycle Courier,51.464449,-0.081892,59.26,2012-12-11 01:07:16,7
Cycle Courier,51.46442,-0.081747,59.26,2012-12-11 01:08:16,7
Cycle Courier,51.464413,-0.081821,58.78,2012-12-11 01:08:56,7
Cycle Courier,51.464502,-0.081763,58.78,2012-12-11 01:10:07,7
Cycle Courier,51.464466,-0.081891,58.78,2012-12-11 01:11:05,7
Cycle Courier,51.464478,-0.081936,58.78,2012-12-11 01:11:43,7
Cycle Courier,51.464426,-0.081836,58.78,2012-12-11 01:12:31,7
Cycle Courier,51.464458,-0.082085,58.78,2012-12-11 01:12:51,7
Cycle Courier,51.464517,-0.082307,58.78,2012-12-11 01:13:06,7
Cycle Courier,51.46458,-0.082652,58.78,2012-12-11 01:13:28,7
Cycle Courier,51.464579,-0.082837,58.3,2012-12-11 01:13:46,7
Cycle Courier,51.464537,-0.082717,58.3,2012-12-11 01:14:04,7
Cycle Courier,51.464512,-0.082601,58.3,2012-12-11 01:14:23,7
Cycle Courier,51.464534,-0.082729,57.82,2012-12-11 01:14:37,7
Cycle Courier,51.464558,-0.082728,57.82,2012-12-11 01:14:57,7
Cycle Courier,51.464545,-0.0826,58.3,2012-12-11 01:15:44,7
Cycle Courier,51.464515,-0.082267,58.78,2012-12-11 01:16:02,7
Cycle Courier,51.464463,-0.082205,59.26,2012-12-11 01:16:23,7
Cycle Courier,51.464428,-0.081887,58.78,2012-12-11 01:16:40,7
Cycle Courier,51.46447,-0.081843,58.78,2012-12-11 01:17:10,7
Cycle Courier,51.464408,-0.081642,58.78,2012-12-11 01:17:42,7
Cycle Courier,51.464387,-0.081603,59.26,2012-12-11 01:17:57,7
Cycle Courier,51.464379,-0.081468,59.26,2012-12-11 01:18:28,7
Cycle Courier,51.464393,-0.081458,59.26,2012-12-11 01:18:47,7
Cycle Courier,51.464459,-0.081719,59.26,2012-12-11 01:19:25,7
Cycle Courier,51.464443,-0.081633,58.78,2012-12-11 01:19:42,7
Cycle Courier,51.464401,-0.081412,58.78,2012-12-11 01:19:58,7
Cycle Courier,51.464382,-0.081356,58.3,2012-12-11 01:20:19,7
Cycle Courier,51.464405,-0.081673,58.78,2012-12-11 01:20:53,7
Cycle Courier,51.464376,-0.081675,58.78,2012-12-11 01:21:07,7
Cycle Courier,51.464391,-0.081853,58.78,2012-12-11 01:21:20,7
Cycle Courier,51.464449,-0.082067,58.78,2012-12-11 01:21:37,7
Cycle Courier,51.464463,-0.082321,58.3,2012-12-11 01:21:56,7
Cycle Courier,51.464419,-0.082169,57.82,2012-12-11 01:22:19,7
Cycle Courier,51.464483,-0.08211,58.3,2012-12-11 01:23:08,7
Cycle Courier,51.464426,-0.081814,58.3,2012-12-11 01:23:28,7
Cycle Courier,51.464346,-0.081431,58.78,2012-12-11 01:23:49,7
Cycle Courier,51.464306,-0.081372,58.78,2012-12-11 01:24:06,7
Cycle Courier,51.464335,-0.081413,59.26,2012-12-11 01:24:18,7
Cycle Courier,51.464348,-0.081448,59.26,2012-12-11 01:25:03,7
Cycle Courier,51.464514,-0.082013,59.26,2012-12-11 01:25:56,7
Cycle Courier,51.464534,-0.082082,58.78,2012-12-11 01:26:17,7
Cycle Courier,51.464521,-0.082043,57.82,2012-12-11 01:26:35,7
Cycle Courier,51.464521,-0.082192,56.86,2012-12-11 01:27:08,7
Cycle Courier,51.464393,-0.081623,57.34,2012-12-11 01:27:41,7
Cycle Courier,51.464392,-0.081675,57.82,2012-12-11 01:27:57,7
Cycle Courier,51.464448,-0.081817,57.82,2012-12-11 01:28:47,7
Cycle Courier,51.464449,-0.081552,58.3,2012-12-11 01:29:17,7
Cycle Courier,51.464425,-0.081562,59.26,2012-12-11 01:29:42,7
Cycle Courier,51.464392,-0.081875,51.57,2012-12-11 01:30:04,7
Cycle Courier,51.464365,-0.081974,46.76,2012-12-11 01:30:18,7
Cycle Courier,51.464382,-0.082112,44.36,2012-12-11 01:30:43,7
Cycle Courier,51.464381,-0.082286,43.4,2012-12-11 01:31:10,7
Cycle Courier,51.464389,-0.082287,41.95,2012-12-11 01:31:36,7
Cycle Courier,51.464452,-0.082463,38.59,2012-12-11 01:33:59,7
Cycle Courier,51.464499,-0.082611,37.15,2012-12-11 01:34:16,7
Cycle Courier,51.464494,-0.082683,35.71,2012-12-11 01:34:34,7
Cycle Courier,51.464495,-0.082814,35.71,2012-12-11 01:35:46,7
Cycle Courier,51.464539,-0.082877,33.3,2012-12-11 01:36:11,7
Cycle Courier,51.464563,-0.083144,31.38,2012-12-11 01:36:29,7
Cycle Courier,51.464559,-0.08297,30.42,2012-12-11 01:36:50,7
Cycle Courier,51.464582,-0.082927,35.23,2012-12-11 01:38:03,7
Cycle Courier,51.464538,-0.082696,37.15,2012-12-11 01:38:19,7
Cycle Courier,51.464495,-0.082454,40.03,2012-12-11 01:38:38,7
Cycle Courier,51.4645,-0.082467,42.44,2012-12-11 01:38:55,7
Cycle Courier,51.46448,-0.082445,42.92,2012-12-11 01:39:52,7
Cycle Courier,51.464486,-0.082501,42.44,2012-12-11 01:40:11,7
Cycle Courier,51.464492,-0.082427,42.44,2012-12-11 01:40:50,7
Cycle Courier,51.4645,-0.082265,43.88,2012-12-11 01:41:14,7
Cycle Courier,51.464507,-0.082298,44.84,2012-12-11 01:41:29,7
Cycle Courier,51.46457,-0.082445,51.57,2012-12-11 01:42:55,7
Cycle Courier,51.464478,-0.082495,51.57,2012-12-11 01:47:22,7
Cycle Courier,51.464471,-0.082404,46.76,2012-12-11 01:50:08,7
Cycle Courier,51.464497,-0.082685,43.88,2012-12-11 01:51:25,7
Cycle Courier,51.464525,-0.082727,42.44,2012-12-11 01:51:40,7
Cycle Courier,51.464595,-0.082664,46.76,2012-12-11 01:52:41,7
Cycle Courier,51.464535,-0.082324,48.68,2012-12-11 01:53:27,7
Cycle Courier,51.46452,-0.082224,47.72,2012-12-11 01:53:41,7
Cycle Courier,51.464528,-0.082318,50.61,2012-12-11 01:54:07,7
Cycle Courier,51.464541,-0.08269,55.89,2012-12-11 01:54:42,7
Cycle Courier,51.464535,-0.082559,54.93,2012-12-11 01:55:00,7
Cycle Courier,51.46444,-0.08214,53.97,2012-12-11 01:56:16,7
Cycle Courier,51.464443,-0.082063,53.97,2012-12-11 01:56:39,7
Cycle Courier,51.464583,-0.082445,58.3,2012-12-11 01:57:29,7
Cycle Courier,51.464529,-0.082495,58.3,2012-12-11 01:57:51,7
Cycle Courier,51.464469,-0.082332,58.3,2012-12-11 01:58:22,7
Cycle Courier,51.464386,-0.082122,57.34,2012-12-11 01:58:39,7
Cycle Courier,51.464365,-0.081857,55.89,2012-12-11 01:58:56,7
Cycle Courier,51.464385,-0.081761,53.49,2012-12-11 01:59:16,7
Cycle Courier,51.464364,-0.081745,53.97,2012-12-11 01:59:29,7
Cycle Courier,51.464401,-0.081941,56.37,2012-12-11 01:59:46,7
Cycle Courier,51.464387,-0.081837,57.82,2012-12-11 02:00:53,7
Cycle Courier,51.464419,-0.081582,56.86,2012-12-11 02:01:23,7
Cycle Courier,51.464453,-0.081704,59.26,2012-12-11 02:01:42,7
Cycle Courier,51.464513,-0.081993,63.58,2012-12-11 02:02:07,7
Cycle Courier,51.464505,-0.081956,64.55,2012-12-11 02:02:35,7
Cycle Courier,51.464408,-0.081896,65.03,2012-12-11 02:03:53,7
Cycle Courier,51.464469,-0.081964,60.7,2012-12-11 02:05:24,7
Cycle Courier,51.464711,-0.081899,55.89,2012-12-11 02:05:46,7
Cycle Courier,51.464625,-0.081844,53.49,2012-12-11 02:06:26,7
Cycle Courier,51.464524,-0.081741,54.45,2012-12-11 02:06:44,7
Cycle Courier,51.464498,-0.081751,53.01,2012-12-11 02:06:59,7
Cycle Courier,51.464521,-0.081831,49.65,2012-12-11 02:07:17,7
Cycle Courier,51.464485,-0.082111,48.2,2012-12-11 02:09:37,7
Cycle Courier,51.464454,-0.082186,43.4,2012-12-11 02:10:47,7
Cycle Courier,51.464358,-0.082235,40.03,2012-12-11 02:11:19,7
Cycle Courier,51.464405,-0.082367,40.03,2012-12-11 02:11:39,7
Cycle Courier,51.464423,-0.082387,39.55,2012-12-11 02:12:00,7
Cycle Courier,51.46448,-0.082441,37.63,2012-12-11 02:12:12,7
Cycle Courier,51.464423,-0.082388,34.74,2012-12-11 02:13:31,7
Cycle Courier,51.46435,-0.082384,32.82,2012-12-11 02:14:21,7
Cycle Courier,51.464369,-0.082352,29.94,2012-12-11 02:17:14,7
Cycle Courier,51.464459,-0.08247,26.09,2012-12-11 02:23:20,7
Cycle Courier,51.464588,-0.082269,28.98,2012-12-11 02:24:17,7
Cycle Courier,51.46464,-0.082103,28.5,2012-12-11 02:24:36,7
Cycle Courier,51.464405,-0.082425,27.05,2012-12-11 02:24:59,7
Cycle Courier,51.464492,-0.082371,29.94,2012-12-11 02:25:29,7
Cycle Courier,51.464488,-0.082283,35.23,2012-12-11 02:26:54,7
Office Worker,51.506778,-0.088342,100.6,2012-12-10 08:55:21,8
Office Worker,51.50681,-0.088292,90.98,2012-12-10 08:55:32,8
Office Worker,51.507098,-0.088479,71.27,2012-12-10 08:55:54,8
Office Worker,51.507347,-0.088307,65.51,2012-12-10 08:56:11,8
Office Worker,51.507598,-0.08812,56.37,2012-12-10 08:56:26,8
Office Worker,51.507665,-0.088064,56.37,2012-12-10 08:56:31,8
Office Worker,51.507842,-0.08806,56.37,2012-12-10 08:56:47,8
Office Worker,51.508048,-0.087951,55.41,2012-12-10 08:57:03,8
Office Worker,51.508494,-0.087562,43.4,2012-12-10 08:57:27,8
Office Worker,51.508693,-0.087443,40.51,2012-12-10 08:57:42,8
Office Worker,51.50883,-0.087407,38.11,2012-12-10 08:57:52,8
Office Worker,51.508997,-0.087522,34.26,2012-12-10 08:58:10,8
Office Worker,51.509251,-0.087308,34.74,2012-12-10 08:58:31,8
Office Worker,51.509431,-0.08714,37.63,2012-12-10 08:58:45,8
Office Worker,51.509674,-0.087335,33.3,2012-12-10 08:59:06,8
Office Worker,51.509954,-0.086987,33.3,2012-12-10 08:59:30,8
Office Worker,51.510171,-0.087065,34.26,2012-12-10 08:59:51,8
Office Worker,51.51029,-0.087123,36.67,2012-12-10 09:00:19,8
Office Worker,51.510586,-0.086531,38.11,2012-12-10 09:00:33,8
Office Worker,51.510693,-0.086684,37.15,2012-12-10 09:00:45,8
Office Worker,51.510767,-0.087019,32.82,2012-12-10 09:01:00,8
Office Worker,51.510781,-0.087187,31.86,2012-12-10 09:01:11,8
Office Worker,51.510944,-0.087239,32.82,2012-12-10 09:01:24,8
Office Worker,51.511041,-0.087322,34.26,2012-12-10 09:01:34,8
Office Worker,51.51118,-0.087421,35.71,2012-12-10 09:01:47,8
Office Worker,51.511262,-0.087424,37.15,2012-12-10 09:01:53,8
Office Worker,51.511526,-0.087312,39.55,2012-12-10 09:02:07,8
Office Worker,51.511583,-0.087286,40.51,2012-12-10 09:02:10,8
Office Worker,51.511804,-0.08735,45.32,2012-12-10 09:02:29,8
Office Worker,51.51185,-0.087402,46.28,2012-12-10 09:02:34,8
Office Worker,51.511942,-0.087485,48.2,2012-12-10 09:02:44,8
Office Worker,51.512058,-0.087944,51.57,2012-12-10 09:03:04,8
Office Worker,51.512234,-0.088049,54.45,2012-12-10 09:03:18,8
Office Worker,51.512258,-0.088042,54.45,2012-12-10 09:03:19,8
Office Worker,51.512488,-0.088159,66.47,2012-12-10 09:03:36,8
Office Worker,51.512521,-0.088215,74.64,2012-12-10 09:03:46,8
Office Worker,51.512647,-0.088327,87.14,2012-12-10 09:04:02,8
Office Worker,51.512707,-0.08866,97.23,2012-12-10 09:04:16,8
Office Worker,51.513143,-0.088916,99.15,2012-12-10 09:04:29,8
Office Worker,51.513473,-0.089084,92.9,2012-12-10 09:04:41,8
Office Worker,51.513659,-0.089123,94.35,2012-12-10 09:04:59,8
Office Worker,51.5137,-0.089099,97.71,2012-12-10 09:05:05,8
Office Worker,51.51356,-0.089054,81.37,2012-12-10 09:05:20,8
Office Worker,51.51356,-0.089033,81.37,2012-12-10 09:05:21,8
Office Worker,51.513625,-0.088924,72.24,2012-12-10 09:05:41,8
Office Worker,51.513845,-0.089018,75.6,2012-12-10 09:06:01,8
Office Worker,51.513897,-0.08905,77.52,2012-12-10 09:06:07,8
Office Worker,51.514079,-0.089064,83.77,2012-12-10 09:06:19,8
Office Worker,51.514221,-0.089122,93.87,2012-12-10 09:06:32,8
Office Worker,51.51438,-0.089175,103,2012-12-10 09:06:45,8
Office Worker,51.514716,-0.089747,75.6,2012-12-10 09:07:01,8
Office Worker,51.514756,-0.08985,70.79,2012-12-10 09:07:06,8
Office Worker,51.514885,-0.090206,68.87,2012-12-10 09:07:26,8
Office Worker,51.51501,-0.090201,78,2012-12-10 09:07:50,8
Office Worker,51.515335,-0.090009,84.25,2012-12-10 09:08:13,8
Office Worker,51.515563,-0.089857,88.58,2012-12-10 09:08:35,8
Office Worker,51.515746,-0.089702,90.02,2012-12-10 09:08:46,8
Office Worker,51.516191,-0.089585,92.9,2012-12-10 09:09:09,8
Office Worker,51.516559,-0.089612,97.71,2012-12-10 09:09:35,8
Office Worker,51.51678,-0.089684,94.83,2012-12-10 09:09:50,8
Office Worker,51.517166,-0.089528,86.66,2012-12-10 09:10:18,8
Office Worker,51.517495,-0.089457,69.35,2012-12-10 09:10:38,8
Office Worker,51.517674,-0.08943,60.7,2012-12-10 09:11:00,8
Office Worker,51.517577,-0.089462,57.34,2012-12-10 09:11:19,8
Office Worker,51.517572,-0.089667,56.37,2012-12-10 09:11:38,8
Office Worker,51.517549,-0.089932,53.49,2012-12-10 09:12:14,8
Office Worker,51.514369,-0.094518,100.6,2012-12-10 12:25:53,8
Office Worker,51.514297,-0.094473,72.24,2012-12-10 12:26:06,8
Office Worker,51.514275,-0.094341,72.24,2012-12-10 12:26:13,8
Office Worker,51.514218,-0.094177,72.24,2012-12-10 12:26:29,8
Office Worker,51.51409,-0.094363,71.76,2012-12-10 12:26:49,8
Office Worker,51.513966,-0.094159,71.76,2012-12-10 12:27:06,8
Office Worker,51.513882,-0.094045,72.24,2012-12-10 12:27:20,8
Office Worker,51.513867,-0.093901,72.24,2012-12-10 12:27:30,8
Office Worker,51.513891,-0.093842,73.2,2012-12-10 12:27:46,8
Office Worker,51.513966,-0.093873,74.16,2012-12-10 12:28:05,8
Office Worker,51.514068,-0.093907,75.12,2012-12-10 12:28:18,8
Office Worker,51.514108,-0.093923,75.12,2012-12-10 12:29:00,8
Office Worker,51.514081,-0.094015,73.68,2012-12-10 12:29:14,8
Office Worker,51.514104,-0.094049,72.24,2012-12-10 12:29:46,8
Office Worker,51.51415,-0.094031,72.24,2012-12-10 12:29:53,8
Office Worker,51.514224,-0.094262,73.68,2012-12-10 12:30:13,8
Office Worker,51.514254,-0.094354,75.12,2012-12-10 12:30:31,8
Office Worker,51.514163,-0.094207,75.12,2012-12-10 12:30:48,8
Office Worker,51.514068,-0.094067,74.16,2012-12-10 12:31:10,8
Office Worker,51.514221,-0.094184,74.16,2012-12-10 12:31:26,8
Office Worker,51.514239,-0.094208,75.12,2012-12-10 12:31:41,8
Office Worker,51.514246,-0.094251,77.52,2012-12-10 12:32:02,8
Office Worker,51.514211,-0.094215,77.52,2012-12-10 12:32:29,8
Office Worker,51.514184,-0.094187,77.04,2012-12-10 12:33:09,8
Office Worker,51.514172,-0.094144,77.04,2012-12-10 12:33:33,8
Office Worker,51.514067,-0.09422,77.04,2012-12-10 12:33:50,8
Office Worker,51.513989,-0.094285,74.16,2012-12-10 12:34:14,8
Office Worker,51.514139,-0.094185,72.72,2012-12-10 12:34:38,8
Office Worker,51.514327,-0.094286,69.83,2012-12-10 12:34:56,8
Office Worker,51.51443,-0.094236,69.35,2012-12-10 12:35:16,8
Office Worker,51.514324,-0.094146,67.43,2012-12-10 12:35:31,8
Office Worker,51.514233,-0.094106,66.47,2012-12-10 12:35:56,8
Office Worker,51.514118,-0.094127,65.99,2012-12-10 12:36:06,8
Office Worker,51.514014,-0.094104,65.99,2012-12-10 12:36:14,8
Office Worker,51.513953,-0.094182,65.99,2012-12-10 12:36:34,8
Office Worker,51.514,-0.094025,65.51,2012-12-10 12:37:17,8
Office Worker,51.514026,-0.094064,64.55,2012-12-10 12:37:35,8
Office Worker,51.514089,-0.094118,63.58,2012-12-10 12:37:49,8
Office Worker,51.514091,-0.094042,64.07,2012-12-10 12:38:06,8
Office Worker,51.514252,-0.094009,64.07,2012-12-10 12:38:23,8
Office Worker,51.514278,-0.094123,61.66,2012-12-10 12:38:38,8
Office Worker,51.514305,-0.094206,59.26,2012-12-10 12:38:47,8
Office Worker,51.514363,-0.094233,53.49,2012-12-10 12:39:04,8
Office Worker,51.514236,-0.094172,46.28,2012-12-10 12:39:36,8
Office Worker,51.514159,-0.094254,43.88,2012-12-10 12:39:50,8
Office Worker,51.514168,-0.094248,44.84,2012-12-10 12:39:57,8
Office Worker,51.514104,-0.09418,45.32,2012-12-10 12:40:04,8
Office Worker,51.514085,-0.0939,45.32,2012-12-10 12:40:23,8
Office Worker,51.514097,-0.093902,45.32,2012-12-10 12:40:25,8
Office Worker,51.51414,-0.093908,46.76,2012-12-10 12:40:40,8
Office Worker,51.514191,-0.094287,45.8,2012-12-10 12:41:11,8
Office Worker,51.514167,-0.094385,42.92,2012-12-10 12:41:23,8
Office Worker,51.514466,-0.094953,34.26,2012-12-10 12:41:44,8
Office Worker,51.514513,-0.094971,33.3,2012-12-10 12:41:46,8
Office Worker,51.514527,-0.095011,30.9,2012-12-10 12:41:50,8
Office Worker,51.514413,-0.094946,27.05,2012-12-10 12:41:58,8
Office Worker,51.514414,-0.094901,25.13,2012-12-10 12:42:07,8
Office Worker,51.514456,-0.094555,24.17,2012-12-10 12:42:29,8
Office Worker,51.514597,-0.09464,23.69,2012-12-10 12:42:49,8
Office Worker,51.514646,-0.094732,23.69,2012-12-10 12:42:54,8
Office Worker,51.514628,-0.094661,22.25,2012-12-10 12:43:11,8
Office Worker,51.514646,-0.09454,21.77,2012-12-10 12:43:15,8
Office Worker,51.514602,-0.094415,21.77,2012-12-10 12:43:18,8
Office Worker,51.514338,-0.094243,21.77,2012-12-10 12:43:36,8
Office Worker,51.514291,-0.094268,21.77,2012-12-10 12:43:41,8
Office Worker,51.51422,-0.094131,21.29,2012-12-10 12:43:57,8
Office Worker,51.514277,-0.094059,20.81,2012-12-10 12:44:10,8
Office Worker,51.514389,-0.093704,21.29,2012-12-10 12:44:25,8
Office Worker,51.514484,-0.093555,21.77,2012-12-10 12:44:37,8
Office Worker,51.514743,-0.093346,22.73,2012-12-10 12:44:51,8
Office Worker,51.514777,-0.093366,23.21,2012-12-10 12:44:56,8
Office Worker,51.514919,-0.093241,26.09,2012-12-10 12:45:15,8
Office Worker,51.514973,-0.093223,30.42,2012-12-10 12:45:32,8
Office Worker,51.515311,-0.092856,38.11,2012-12-10 12:45:49,8
Office Worker,51.51563,-0.092499,49.65,2012-12-10 12:46:07,8
Office Worker,51.515493,-0.09237,61.18,2012-12-10 12:46:23,8
Office Worker,51.515108,-0.092526,68.87,2012-12-10 12:46:38,8
Office Worker,51.514806,-0.092851,76.56,2012-12-10 12:46:54,8
Office Worker,51.514677,-0.092978,78.97,2012-12-10 12:47:00,8
Office Worker,51.514581,-0.093198,80.89,2012-12-10 12:47:06,8
Office Worker,51.514385,-0.093677,86.18,2012-12-10 12:47:30,8
Office Worker,51.514131,-0.093841,84.25,2012-12-10 12:47:45,8
Office Worker,51.51397,-0.093929,83.29,2012-12-10 12:47:59,8
Office Worker,51.513981,-0.09405,82.33,2012-12-10 12:48:15,8
Office Worker,51.514002,-0.094081,79.45,2012-12-10 12:48:27,8
Office Worker,51.513972,-0.094018,78.48,2012-12-10 12:48:35,8
Office Worker,51.513946,-0.093882,78.97,2012-12-10 12:48:53,8
Office Worker,51.513949,-0.093825,79.45,2012-12-10 12:49:09,8
Office Worker,51.513965,-0.093773,81.37,2012-12-10 12:49:23,8
Office Worker,51.513927,-0.094039,80.89,2012-12-10 12:49:37,8
Office Worker,51.513954,-0.094419,77.04,2012-12-10 12:49:51,8
Office Worker,51.513962,-0.094441,77.04,2012-12-10 12:49:52,8
Office Worker,51.513994,-0.094575,75.6,2012-12-10 12:49:57,8
Office Worker,51.514065,-0.094729,73.2,2012-12-10 12:50:04,8
Office Worker,51.514071,-0.094627,69.35,2012-12-10 12:50:15,8
Office Worker,51.513951,-0.094213,68.87,2012-12-10 12:50:29,8
Office Worker,51.513973,-0.094046,69.35,2012-12-10 12:50:36,8
Office Worker,51.514011,-0.093819,70.31,2012-12-10 12:50:49,8
Office Worker,51.514175,-0.094029,70.79,2012-12-10 12:51:09,8
Office Worker,51.51402,-0.0942,69.83,2012-12-10 12:51:24,8
Office Worker,51.513969,-0.094075,70.79,2012-12-10 12:51:38,8
Office Worker,51.51391,-0.093933,73.2,2012-12-10 12:51:54,8
Office Worker,51.513948,-0.093876,73.2,2012-12-10 12:52:18,8
Office Worker,51.51388,-0.093846,74.16,2012-12-10 12:52:36,8
Office Worker,51.513884,-0.094061,73.2,2012-12-10 12:52:47,8
Office Worker,51.513899,-0.094129,72.72,2012-12-10 12:52:49,8
Office Worker,51.514021,-0.094302,69.83,2012-12-10 12:53:05,8
Office Worker,51.514071,-0.094036,68.87,2012-12-10 12:53:25,8
Office Worker,51.51399,-0.094068,67.91,2012-12-10 12:53:44,8
Office Worker,51.513897,-0.094385,66.95,2012-12-10 12:54:03,8
Office Worker,51.51396,-0.094225,62.62,2012-12-10 12:54:28,8
Office Worker,51.513914,-0.094193,49.65,2012-12-10 12:54:42,8
Office Worker,51.514124,-0.09442,39.07,2012-12-10 12:55:27,8
Office Worker,51.514162,-0.0946,38.59,2012-12-10 12:55:40,8
Office Worker,51.514197,-0.094943,36.67,2012-12-10 12:56:02,8
Office Worker,51.514222,-0.095095,37.63,2012-12-10 12:56:10,8
Office Worker,51.514207,-0.095201,37.15,2012-12-10 12:56:25,8
Office Worker,51.514269,-0.094923,37.63,2012-12-10 12:56:49,8
Office Worker,51.514459,-0.09475,37.15,2012-12-10 12:57:02,8
Office Worker,51.51001,-0.099528,1.1,2012-12-10 12:59:50,8
Office Worker,51.514269,-0.095189,43.4,2012-12-10 13:00:04,8
Office Worker,51.514286,-0.095183,39.07,2012-12-10 13:00:54,8
Office Worker,51.514292,-0.094896,41.47,2012-12-10 13:01:19,8
Office Worker,51.514529,-0.094724,42.44,2012-12-10 13:01:47,8
Office Worker,51.514593,-0.094105,44.36,2012-12-10 13:02:12,8
Office Worker,51.514304,-0.093396,48.2,2012-12-10 13:02:33,8
Office Worker,51.514276,-0.093246,50.61,2012-12-10 13:02:42,8
Office Worker,51.51421,-0.093219,51.09,2012-12-10 13:02:53,8
Office Worker,51.514214,-0.093197,50.61,2012-12-10 13:02:56,8
Office Worker,51.51435,-0.092756,49.65,2012-12-10 13:03:12,8
Office Worker,51.514364,-0.092713,50.13,2012-12-10 13:03:16,8
Office Worker,51.514566,-0.092472,55.41,2012-12-10 13:03:36,8
Office Worker,51.515059,-0.092536,51.09,2012-12-10 13:03:52,8
Office Worker,51.515082,-0.092517,50.13,2012-12-10 13:03:58,8
Office Worker,51.515217,-0.092422,50.13,2012-12-10 13:04:10,8
Office Worker,51.515391,-0.092408,53.97,2012-12-10 13:04:27,8
Office Worker,51.515395,-0.092366,54.45,2012-12-10 13:04:30,8
Office Worker,51.515393,-0.092218,56.86,2012-12-10 13:04:37,8
Office Worker,51.515293,-0.091892,60.22,2012-12-10 13:04:50,8
Office Worker,51.515332,-0.091821,60.22,2012-12-10 13:05:04,8
Office Worker,51.515367,-0.091765,60.22,2012-12-10 13:05:06,8
Office Worker,51.515479,-0.091642,62.14,2012-12-10 13:05:19,8
Office Worker,51.515753,-0.091398,65.99,2012-12-10 13:05:31,8
Office Worker,51.515839,-0.091308,67.91,2012-12-10 13:05:36,8
Office Worker,51.515957,-0.090597,69.83,2012-12-10 13:05:45,8
Office Worker,51.515907,-0.090527,70.31,2012-12-10 13:05:48,8
Office Worker,51.515687,-0.090507,74.16,2012-12-10 13:06:01,8
Office Worker,51.515674,-0.090544,75.12,2012-12-10 13:06:10,8
Office Worker,51.515556,-0.090254,73.68,2012-12-10 13:06:23,8
Office Worker,51.515564,-0.090238,73.2,2012-12-10 13:06:24,8
Office Worker,51.515692,-0.090037,71.76,2012-12-10 13:06:32,8
Office Worker,51.51575,-0.090011,71.76,2012-12-10 13:06:37,8
Office Worker,51.515923,-0.089934,72.72,2012-12-10 13:06:53,8
Office Worker,51.516362,-0.089629,59.74,2012-12-10 13:07:08,8
Office Worker,51.516482,-0.089845,52.53,2012-12-10 13:07:22,8
Office Worker,51.516498,-0.089838,52.05,2012-12-10 13:07:23,8
Office Worker,51.516757,-0.089826,46.28,2012-12-10 13:07:37,8
Office Worker,51.516794,-0.089845,43.88,2012-12-10 13:07:39,8
Office Worker,51.51709,-0.089723,31.86,2012-12-10 13:07:57,8
Office Worker,51.517153,-0.089633,28.98,2012-12-10 13:08:06,8
Office Worker,51.517586,-0.089389,22.73,2012-12-10 13:08:25,8
Office Worker,51.517694,-0.08958,22.73,2012-12-10 13:08:37,8
Office Worker,51.51765,-0.089692,23.69,2012-12-10 13:08:52,8
Office Worker,51.517571,-0.089813,24.65,2012-12-10 13:09:05,8
Office Worker,51.517496,-0.090021,25.61,2012-12-10 13:09:24,8
Home Worker,51.468185,-0.089633,30.42,2012-12-10 09:15:37,9
Home Worker,51.468062,-0.089807,25.61,2012-12-10 09:20:31,9
Home Worker,51.467954,-0.08972,26.57,2012-12-10 09:23:59,9
Home Worker,51.467928,-0.08977,26.57,2012-12-10 09:24:31,9
Home Worker,51.467878,-0.089865,26.57,2012-12-10 09:25:04,9
Home Worker,51.468053,-0.089552,24.65,2012-12-10 09:25:24,9
Home Worker,51.467976,-0.089561,24.65,2012-12-10 09:26:27,9
Home Worker,51.46801,-0.089676,24.65,2012-12-10 09:27:05,9
Home Worker,51.468021,-0.08968,24.65,2012-12-10 09:29:04,9
Home Worker,51.467965,-0.089576,22.25,2012-12-10 09:35:20,9
Home Worker,51.467976,-0.089622,21.29,2012-12-10 09:35:36,9
Home Worker,51.467944,-0.08958,21.77,2012-12-10 09:36:11,9
Home Worker,51.467944,-0.089562,19.36,2012-12-10 09:36:31,9
