role,latitude,longitude,height,date_time,person_id
Nursery Child,51.504685,-0.110826,11.67,2012-12-10 11:55:51,12
Nursery Child,51.504836,-0.110742,7.35,2012-12-10 11:56:11,12
Nursery Child,51.504919,-0.110939,7.83,2012-12-10 11:56:28,12
Nursery Child,51.504762,-0.111166,5.91,2012-12-10 11:56:46,12
Nursery Child,51.504616,-0.110884,4.46,2012-12-10 11:57:02,12
Nursery Child,51.504544,-0.110838,3.02,2012-12-10 11:57:18,12
Nursery Child,51.504528,-0.110844,3.02,2012-12-10 11:57:31,12
Nursery Child,51.504578,-0.110818,2.54,2012-12-10 11:57:50,12
Nursery Child,51.504654,-0.110799,-0.34,2012-12-10 11:58:18,12
Nursery Child,51.504795,-0.110741,-2.27,2012-12-10 11:58:32,12
Nursery Child,51.504857,-0.110672,-2.75,2012-12-10 11:58:37,12
Nursery Child,51.504804,-0.110792,-4.19,2012-12-10 11:59:01,12
Nursery Child,51.504789,-0.110876,-5.63,2012-12-10 11:59:51,12
Nursery Child,51.504821,-0.110967,-7.07,2012-12-10 12:00:22,12
Nursery Child,51.504741,-0.110919,-7.07,2012-12-10 12:00:38,12
Nursery Child,51.504701,-0.110851,-7.07,2012-12-10 12:00:51,12
Nursery Child,51.504725,-0.110954,-5.15,2012-12-10 12:01:14,12
Nursery Child,51.504775,-0.110956,-4.67,2012-12-10 12:01:45,12
Nursery Child,51.504822,-0.111005,-7.07,2012-12-10 12:02:08,12
Nursery Child,51.504783,-0.111,-9.96,2012-12-10 12:02:48,12
Nursery Child,51.504792,-0.110891,-8.03,2012-12-10 12:03:01,12
Nursery Child,51.504863,-0.110824,-8.03,2012-12-10 12:03:09,12
Nursery Child,51.504887,-0.11073,-7.55,2012-12-10 12:03:28,12
Nursery Child,51.504829,-0.110795,-7.55,2012-12-10 12:03:48,12
Nursery Child,51.504726,-0.110934,-7.55,2012-12-10 12:04:35,12
Nursery Child,51.504635,-0.110908,-8.03,2012-12-10 12:05:27,12
Nursery Child,51.504661,-0.110939,-6.11,2012-12-10 12:05:58,12
Nursery Child,51.504669,-0.110963,-6.11,2012-12-10 12:06:23,12
Nursery Child,51.504655,-0.110952,-5.15,2012-12-10 12:07:04,12
Nursery Child,51.504634,-0.11093,-4.19,2012-12-10 12:07:29,12
Nursery Child,51.50467,-0.110872,-2.75,2012-12-10 12:07:53,12
Nursery Child,51.504745,-0.110825,-2.75,2012-12-10 12:08:08,12
Nursery Child,51.504811,-0.110859,-3.71,2012-12-10 12:08:16,12
Nursery Child,51.504995,-0.110919,-7.55,2012-12-10 12:08:31,12
Nursery Child,51.505035,-0.110857,-10.92,2012-12-10 12:08:45,12
Nursery Child,51.505045,-0.110772,-12.36,2012-12-10 12:09:03,12
Nursery Child,51.504993,-0.110904,-12.36,2012-12-10 12:09:18,12
Nursery Child,51.505107,-0.110641,-11.88,2012-12-10 12:09:38,12
Nursery Child,51.505138,-0.110575,-11.88,2012-12-10 12:09:40,12
Nursery Child,51.505394,-0.110043,-10.44,2012-12-10 12:10:02,12
Nursery Child,51.505387,-0.109984,-9.96,2012-12-10 12:10:18,12
Nursery Child,51.505183,-0.110066,-9.96,2012-12-10 12:10:43,12
Nursery Child,51.505316,-0.109721,-7.55,2012-12-10 12:11:01,12
Nursery Child,51.504862,-0.110519,-3.71,2012-12-10 12:11:21,12
Nursery Child,51.504587,-0.110921,-0.82,2012-12-10 12:11:35,12
Nursery Child,51.504558,-0.110919,0.14,2012-12-10 12:11:55,12
Nursery Child,51.504681,-0.110769,-0.34,2012-12-10 12:12:17,12
Nursery Child,51.504775,-0.110796,-5.15,2012-12-10 12:12:33,12
Nursery Child,51.504785,-0.110709,-6.11,2012-12-10 12:12:49,12
Nursery Child,51.504762,-0.11074,-8.51,2012-12-10 12:13:07,12
Nursery Child,51.504723,-0.110873,-9,2012-12-10 12:13:29,12
Nursery Child,51.504672,-0.110911,-9,2012-12-10 12:13:47,12
Nursery Child,51.50464,-0.111001,-7.55,2012-12-10 12:14:14,12
Nursery Child,51.504583,-0.111054,-4.67,2012-12-10 12:14:33,12
Nursery Child,51.504582,-0.111087,-4.19,2012-12-10 12:14:39,12
Nursery Child,51.504353,-0.11159,-3.23,2012-12-10 12:14:53,12
Nursery Child,51.504048,-0.112029,-1.79,2012-12-10 12:15:05,12
Nursery Child,51.504068,-0.111861,-2.75,2012-12-10 12:15:16,12
Nursery Child,51.504058,-0.111877,-4.67,2012-12-10 12:15:33,12
Nursery Child,51.504375,-0.111632,-8.03,2012-12-10 12:15:53,12
Nursery Child,51.504443,-0.11152,-11.4,2012-12-10 12:16:03,12
Nursery Child,51.504618,-0.111284,-14.28,2012-12-10 12:16:24,12
Nursery Child,51.504672,-0.111283,-13.32,2012-12-10 12:16:57,12
Nursery Child,51.504693,-0.111196,-11.4,2012-12-10 12:17:11,12
Nursery Child,51.504731,-0.11102,-11.4,2012-12-10 12:17:32,12
Nursery Child,51.504819,-0.110782,-9.96,2012-12-10 12:17:51,12
Nursery Child,51.50495,-0.110536,-5.15,2012-12-10 12:18:10,12
Nursery Child,51.50488,-0.11069,-2.27,2012-12-10 12:18:28,12
Nursery Child,51.504767,-0.110963,-0.82,2012-12-10 12:18:42,12
Nursery Child,51.504661,-0.111282,-0.82,2012-12-10 12:18:59,12
Nursery Child,51.504741,-0.1112,-2.75,2012-12-10 12:19:17,12
Nursery Child,51.504889,-0.110792,-3.23,2012-12-10 12:19:40,12
Nursery Child,51.504946,-0.110659,-3.71,2012-12-10 12:19:57,12
Nursery Child,51.505065,-0.110458,-4.67,2012-12-10 12:20:12,12
Nursery Child,51.505036,-0.110541,-6.11,2012-12-10 12:20:29,12
Nursery Child,51.504857,-0.110797,-5.63,2012-12-10 12:20:44,12
Nursery Child,51.50482,-0.11077,-5.63,2012-12-10 12:21:01,12
Nursery Child,51.504873,-0.110641,-3.23,2012-12-10 12:21:14,12
Nursery Child,51.504786,-0.110772,-2.27,2012-12-10 12:21:37,12
Nursery Child,51.504767,-0.110783,-0.34,2012-12-10 12:21:54,12
Nursery Child,51.504675,-0.110921,1.1,2012-12-10 12:22:18,12
Nursery Child,51.50467,-0.110935,1.1,2012-12-10 12:22:19,12
Nursery Child,51.50448,-0.111315,1.1,2012-12-10 12:22:37,12
Nursery Child,51.504305,-0.111705,-2.75,2012-12-10 12:22:56,12
Nursery Child,51.504309,-0.111754,-7.07,2012-12-10 12:23:12,12
Nursery Child,51.504486,-0.111403,-7.55,2012-12-10 12:23:28,12
Nursery Child,51.504576,-0.111207,-6.59,2012-12-10 12:23:45,12
Nursery Child,51.504643,-0.111033,-5.63,2012-12-10 12:24:03,12
Nursery Child,51.504698,-0.111168,-5.15,2012-12-10 12:25:35,12
Nursery Child,51.504614,-0.111322,-5.15,2012-12-10 12:25:55,12
Nursery Child,51.504563,-0.111357,-2.75,2012-12-10 12:26:17,12
Nursery Child,51.504655,-0.111198,0.62,2012-12-10 12:27:03,12
Nursery Child,51.504642,-0.111312,1.58,2012-12-10 12:27:18,12
Nursery Child,51.504655,-0.111281,1.58,2012-12-10 12:27:35,12
Nursery Child,51.504792,-0.110966,0.62,2012-12-10 12:27:46,12
Nursery Child,51.504893,-0.11084,0.62,2012-12-10 12:28:03,12
Nursery Child,51.504884,-0.110616,0.62,2012-12-10 12:28:22,12
Nursery Child,51.504971,-0.110289,0.62,2012-12-10 12:28:35,12
Nursery Child,51.504936,-0.11048,0.14,2012-12-10 12:28:49,12
Nursery Child,51.504746,-0.111055,-1.3,2012-12-10 12:29:00,12
Nursery Child,51.50445,-0.11163,-4.67,2012-12-10 12:29:21,12
Nursery Child,51.504515,-0.111492,-6.59,2012-12-10 12:29:35,12
Nursery Child,51.504677,-0.111219,-5.63,2012-12-10 12:29:53,12
Nursery Child,51.504837,-0.110732,-4.19,2012-12-10 12:30:07,12
Nursery Child,51.504834,-0.110731,-3.23,2012-12-10 12:30:20,12
Nursery Child,51.504864,-0.110807,-1.79,2012-12-10 12:30:35,12
Nursery Child,51.504821,-0.110909,-0.82,2012-12-10 12:30:53,12
Nursery Child,51.504774,-0.110978,-0.82,2012-12-10 12:31:17,12
Nursery Child,51.50474,-0.110919,-1.3,2012-12-10 12:32:48,12
Nursery Child,51.504739,-0.110947,-0.82,2012-12-10 12:33:06,12
Nursery Child,51.504736,-0.110919,-1.3,2012-12-10 12:33:33,12
Nursery Child,51.504765,-0.111043,-2.27,2012-12-10 12:33:48,12
Nursery Child,51.504804,-0.111078,-5.15,2012-12-10 12:34:11,12
Nursery Child,51.504862,-0.111066,-5.63,2012-12-10 12:34:49,12
Nursery Child,51.504872,-0.11112,-4.67,2012-12-10 12:34:59,12
Nursery Child,51.50492,-0.111229,-4.19,2012-12-10 12:35:16,12
Nursery Child,51.504919,-0.11122,-5.15,2012-12-10 12:35:37,12
Nursery Child,51.504905,-0.111211,-5.15,2012-12-10 12:35:38,12
Nursery Child,51.504869,-0.111156,-5.15,2012-12-10 12:35:41,12
Nursery Child,51.504814,-0.111015,-5.63,2012-12-10 12:35:56,12
Nursery Child,51.504661,-0.11079,-5.63,2012-12-10 12:36:09,12
Nursery Child,51.504712,-0.110889,-5.15,2012-12-10 12:36:35,12
Nursery Child,51.504907,-0.111177,-5.15,2012-12-10 12:36:46,12
Nursery Child,51.504885,-0.111245,-5.63,2012-12-10 12:37:04,12
Nursery Child,51.504868,-0.111155,-5.15,2012-12-10 12:37:14,12
Nursery Child,51.504832,-0.110887,-4.19,2012-12-10 12:37:31,12
Nursery Child,51.50486,-0.110995,-2.75,2012-12-10 12:37:57,12
Nursery Child,51.504837,-0.111026,-2.27,2012-12-10 12:38:12,12
Nursery Child,51.504901,-0.110911,-1.79,2012-12-10 12:38:41,12
Nursery Child,51.504766,-0.110927,-5.63,2012-12-10 12:39:41,12
Nursery Child,51.504727,-0.111027,-4.67,2012-12-10 12:40:02,12
Nursery Child,51.504656,-0.111133,-2.75,2012-12-10 12:40:22,12
Nursery Child,51.504648,-0.111101,-0.82,2012-12-10 12:40:46,12
Nursery Child,51.504822,-0.110943,0.62,2012-12-10 12:41:21,12
Nursery Child,51.505021,-0.110786,-0.82,2012-12-10 12:41:34,12
Nursery Child,51.505203,-0.110616,-6.11,2012-12-10 12:41:51,12
Nursery Child,51.505166,-0.110637,-9,2012-12-10 12:42:06,12
Nursery Child,51.50507,-0.110719,-9,2012-12-10 12:42:10,12
Nursery Child,51.504837,-0.110805,-11.4,2012-12-10 12:42:27,12
Nursery Child,51.504839,-0.110922,-13.32,2012-12-10 12:42:39,12
Nursery Child,51.504864,-0.111108,-15.72,2012-12-10 12:42:57,12
Nursery Child,51.504815,-0.111193,-16.69,2012-12-10 12:43:07,12
Nursery Child,51.504923,-0.111216,-16.69,2012-12-10 12:43:26,12
Nursery Child,51.504904,-0.11105,-16.69,2012-12-10 12:43:43,12
Nursery Child,51.504829,-0.110892,-16.21,2012-12-10 12:44:05,12
Nursery Child,51.505067,-0.111048,-15.72,2012-12-10 12:44:24,12
Nursery Child,51.505076,-0.111065,-15.72,2012-12-10 12:44:25,12
Nursery Child,51.50531,-0.111433,-14.76,2012-12-10 12:44:43,12
Nursery Child,51.504818,-0.111182,-10.92,2012-12-10 12:45:02,12
Nursery Child,51.504859,-0.111242,-12.36,2012-12-10 12:45:15,12
Nursery Child,51.50467,-0.111162,-11.4,2012-12-10 12:45:33,12
Nursery Child,51.504662,-0.111166,-11.4,2012-12-10 12:45:35,12
Nursery Child,51.504519,-0.111081,-10.44,2012-12-10 12:45:51,12
Nursery Child,51.504393,-0.11094,-9.48,2012-12-10 12:46:13,12
Nursery Child,51.50452,-0.110866,-5.15,2012-12-10 12:47:08,12
Nursery Child,51.504558,-0.110823,-4.67,2012-12-10 12:47:30,12
Nursery Child,51.504545,-0.110732,-4.19,2012-12-10 12:48:00,12
Nursery Child,51.504464,-0.110572,-5.63,2012-12-10 12:48:16,12
Nursery Child,51.504355,-0.110567,-7.07,2012-12-10 12:48:27,12
Nursery Child,51.504277,-0.11053,-9,2012-12-10 12:48:44,12
Nursery Child,51.504246,-0.110478,-9,2012-12-10 12:48:47,12
Nursery Child,51.504266,-0.110584,-10.92,2012-12-10 12:49:07,12
Nursery Child,51.504413,-0.110716,-10.92,2012-12-10 12:49:13,12
Nursery Child,51.504614,-0.110826,-8.51,2012-12-10 12:49:33,12
Nursery Child,51.504707,-0.110945,-8.51,2012-12-10 12:49:39,12
Nursery Child,51.504713,-0.110859,-8.51,2012-12-10 12:49:55,12
Nursery Child,51.504779,-0.110846,-8.03,2012-12-10 12:50:03,12
Nursery Child,51.504755,-0.110777,-6.59,2012-12-10 12:50:19,12
Nursery Child,51.504681,-0.110897,-6.59,2012-12-10 12:50:47,12
Nursery Child,51.50458,-0.11067,-3.23,2012-12-10 12:51:06,12
Nursery Child,51.504523,-0.110599,-1.3,2012-12-10 12:51:25,12
Nursery Child,51.504524,-0.110602,-1.3,2012-12-10 12:51:40,12
Nursery Child,51.504552,-0.110667,-1.3,2012-12-10 12:52:09,12
Nursery Child,51.504672,-0.110767,-1.3,2012-12-10 12:52:13,12
Nursery Child,51.504775,-0.110805,-3.23,2012-12-10 12:52:33,12
Nursery Child,51.504678,-0.110874,-6.59,2012-12-10 12:53:04,12
Nursery Child,51.504667,-0.110863,-7.07,2012-12-10 12:53:20,12
Nursery Child,51.504711,-0.110832,-5.15,2012-12-10 12:53:55,12
Nursery Child,51.504737,-0.110856,-3.71,2012-12-10 12:54:09,12
Nursery Child,51.504781,-0.110859,-3.23,2012-12-10 12:54:23,12
Nursery Child,51.504834,-0.110926,-3.23,2012-12-10 12:54:37,12
Nursery Child,51.50483,-0.110922,-4.19,2012-12-10 12:54:57,12
Nursery Child,51.504783,-0.110757,-6.11,2012-12-10 12:55:28,12
Nursery Child,51.504724,-0.110826,-7.55,2012-12-10 12:55:58,12
Nursery Child,51.50456,-0.110879,-9,2012-12-10 12:56:19,12
Nursery Child,51.504521,-0.110965,-10.44,2012-12-10 12:56:28,12
Nursery Child,51.504279,-0.1109,-13.32,2012-12-10 12:56:51,12
Nursery Child,51.50428,-0.1109,-15.24,2012-12-10 12:57:07,12
Nursery Child,51.504268,-0.110886,-15.72,2012-12-10 12:57:08,12
Nursery Child,51.504481,-0.110977,-18.13,2012-12-10 12:57:26,12
Nursery Child,51.504602,-0.110973,-18.61,2012-12-10 12:57:32,12
Nursery Child,51.504574,-0.111018,-18.61,2012-12-10 12:57:47,12
Nursery Child,51.504553,-0.111019,-17.65,2012-12-10 12:57:59,12
Nursery Child,51.504588,-0.110881,-16.21,2012-12-10 12:58:19,12
Nursery Child,51.504629,-0.110605,-14.28,2012-12-10 12:59:01,12
Nursery Child,51.504635,-0.110447,-11.4,2012-12-10 12:59:18,12
Nursery Child,51.504722,-0.110482,-10.44,2012-12-10 12:59:23,12
Nursery Child,51.505089,-0.110361,-8.03,2012-12-10 12:59:45,12
Nursery Child,51.505307,-0.110558,-7.55,2012-12-10 12:59:58,12
Nursery Child,51.505045,-0.110827,-9.96,2012-12-10 13:00:14,12
Nursery Child,51.504743,-0.110914,-10.92,2012-12-10 13:00:29,12
Nursery Child,51.504649,-0.110917,-8.03,2012-12-10 13:00:48,12
Nursery Child,51.504763,-0.110986,-7.07,2012-12-10 13:01:28,12
Nursery Child,51.504815,-0.11087,-6.59,2012-12-10 13:01:46,12
Nursery Child,51.504619,-0.110723,-7.07,2012-12-10 13:02:07,12
Nursery Child,51.504602,-0.110706,-7.07,2012-12-10 13:02:08,12
Nursery Child,51.504617,-0.110759,-7.55,2012-12-10 13:02:25,12
Nursery Child,51.504797,-0.110943,-7.55,2012-12-10 13:02:42,12
Nursery Child,51.504954,-0.111193,-6.59,2012-12-10 13:02:58,12
Nursery Child,51.504943,-0.111148,-6.11,2012-12-10 13:03:16,12
Nursery Child,51.504876,-0.111081,-6.11,2012-12-10 13:03:35,12
Nursery Child,51.504794,-0.111052,-6.11,2012-12-10 13:03:54,12
Nursery Child,51.50491,-0.110996,-6.11,2012-12-10 13:04:10,12
Nursery Child,51.505002,-0.110902,-7.07,2012-12-10 13:04:28,12
Nursery Child,51.504802,-0.110848,-8.03,2012-12-10 13:04:51,12
Nursery Child,51.504628,-0.110929,-6.59,2012-12-10 13:05:08,12
Nursery Child,51.504703,-0.11072,-6.11,2012-12-10 13:05:24,12
Nursery Child,51.504775,-0.110569,-6.59,2012-12-10 13:05:38,12
Nursery Child,51.50479,-0.110596,-6.59,2012-12-10 13:05:54,12
Nursery Child,51.504735,-0.110736,-7.07,2012-12-10 13:06:12,12
Nursery Child,51.504636,-0.110845,-8.03,2012-12-10 13:06:28,12
Nursery Child,51.504602,-0.110947,-9,2012-12-10 13:06:42,12
Nursery Child,51.504607,-0.110885,-10.44,2012-12-10 13:06:58,12
Nursery Child,51.504623,-0.110922,-10.44,2012-12-10 13:07:05,12
Nursery Child,51.504432,-0.110979,-14.76,2012-12-10 13:07:24,12
Nursery Child,51.504048,-0.111106,-23.41,2012-12-10 13:07:40,12
Nursery Child,51.504268,-0.111264,-32.07,2012-12-10 13:07:59,12
Nursery Child,51.504294,-0.111274,-32.55,2012-12-10 13:08:01,12
Nursery Child,51.504463,-0.111367,-35.43,2012-12-10 13:08:12,12
Nursery Child,51.504515,-0.111356,-35.91,2012-12-10 13:08:14,12
Nursery Child,51.504775,-0.111459,-41.2,2012-12-10 13:08:25,12
Nursery Child,51.504656,-0.11151,-44.08,2012-12-10 13:08:34,12
Nursery Child,51.504498,-0.111523,-47.93,2012-12-10 13:08:48,12
Nursery Child,51.504441,-0.111598,-54.18,2012-12-10 13:09:06,12
Nursery Child,51.504415,-0.111028,-51.29,2012-12-10 13:09:20,12
Nursery Child,51.504438,-0.110851,-50.33,2012-12-10 13:09:39,12
Nursery Child,51.504535,-0.111069,-47.93,2012-12-10 13:10:03,12
Nursery Child,51.504524,-0.111085,-47.93,2012-12-10 13:10:04,12
Nursery Child,51.504561,-0.111261,-48.41,2012-12-10 13:10:23,12
Nursery Child,51.504611,-0.111122,-49.37,2012-12-10 13:10:38,12
Nursery Child,51.504564,-0.111053,-48.89,2012-12-10 13:11:08,12
Nursery Child,51.504547,-0.111036,-48.89,2012-12-10 13:11:11,12
Nursery Child,51.504478,-0.110893,-48.89,2012-12-10 13:11:29,12
Nursery Child,51.504377,-0.110756,-48.41,2012-12-10 13:11:53,12
Nursery Child,51.504336,-0.110707,-47.93,2012-12-10 13:12:03,12
Nursery Child,51.504222,-0.110351,-46.97,2012-12-10 13:12:13,12
Nursery Child,51.503759,-0.10992,-46.01,2012-12-10 13:12:31,12
Nursery Child,51.50326,-0.109311,-46.01,2012-12-10 13:12:43,12
Nursery Child,51.50566,-0.110302,-46.49,2012-12-10 13:14:58,12
Nursery Child,51.504702,-0.110668,-47.93,2012-12-10 13:15:33,12
Nursery Child,51.504602,-0.110895,-47.93,2012-12-10 13:15:55,12
Nursery Child,51.504581,-0.111021,-47.45,2012-12-10 13:16:15,12
Nursery Child,51.504534,-0.110893,-47.45,2012-12-10 13:16:33,12
Nursery Child,51.504568,-0.110856,-46.97,2012-12-10 13:16:53,12
Nursery Child,51.504571,-0.11086,-46.97,2012-12-10 13:17:03,12
Nursery Child,51.504651,-0.110954,-46.49,2012-12-10 13:17:21,12
Nursery Child,51.504695,-0.110864,-43.6,2012-12-10 13:18:07,12
Nursery Child,51.504653,-0.11093,-42.64,2012-12-10 13:18:28,12
Nursery Child,51.504628,-0.110992,-42.16,2012-12-10 13:18:59,12
Nursery Child,51.504547,-0.111103,-43.12,2012-12-10 13:20:03,12
Nursery Child,51.50446,-0.111202,-43.12,2012-12-10 13:20:17,12
Nursery Child,51.504463,-0.111225,-43.12,2012-12-10 13:20:30,12
Nursery Child,51.504604,-0.110956,-41.68,2012-12-10 13:20:49,12
Nursery Child,51.504672,-0.110932,-38.8,2012-12-10 13:21:06,12
Nursery Child,51.504666,-0.111032,-38.32,2012-12-10 13:21:26,12
Nursery Child,51.504641,-0.110832,-33.51,2012-12-10 13:22:10,12
Nursery Child,51.504749,-0.110856,-30.14,2012-12-10 13:22:38,12
Nursery Child,51.504705,-0.110915,-29.66,2012-12-10 13:22:50,12
Nursery Child,51.504646,-0.110956,-27.26,2012-12-10 13:23:04,12
Nursery Child,51.504786,-0.11084,-24.38,2012-12-10 13:23:31,12
Nursery Child,51.504706,-0.110924,-24.38,2012-12-10 13:24:00,12
Nursery Child,51.504723,-0.110905,-24.38,2012-12-10 13:24:05,12
Nursery Child,51.504824,-0.110781,-25.34,2012-12-10 13:24:20,12
Nursery Child,51.50487,-0.110732,-26.3,2012-12-10 13:24:44,12
Nursery Child,51.504876,-0.110853,-26.3,2012-12-10 13:24:51,12
Nursery Child,51.50492,-0.110854,-26.3,2012-12-10 13:24:58,12
Nursery Child,51.504904,-0.110792,-25.82,2012-12-10 13:25:15,12
Nursery Child,51.505009,-0.110828,-27.26,2012-12-10 13:25:33,12
Nursery Child,51.504908,-0.11087,-33.03,2012-12-10 13:25:50,12
Nursery Child,51.50481,-0.110909,-33.51,2012-12-10 13:26:06,12
Nursery Child,51.504821,-0.110855,-33.51,2012-12-10 13:26:08,12
Nursery Child,51.504802,-0.110699,-34.95,2012-12-10 13:26:24,12
Nursery Child,51.504765,-0.110763,-36.87,2012-12-10 13:26:43,12
Nursery Child,51.504755,-0.110807,-36.87,2012-12-10 13:27:06,12
Nursery Child,51.504688,-0.110809,-36.87,2012-12-10 13:27:21,12
Nursery Child,51.50469,-0.110647,-38.32,2012-12-10 13:27:36,12
Nursery Child,51.504678,-0.110631,-38.8,2012-12-10 13:27:39,12
Nursery Child,51.504705,-0.110591,-39.28,2012-12-10 13:27:47,12
Nursery Child,51.504924,-0.110495,-40.24,2012-12-10 13:27:56,12
Nursery Child,51.505025,-0.110528,-41.68,2012-12-10 13:28:12,12
Nursery Child,51.505167,-0.110481,-41.68,2012-12-10 13:28:29,12
Nursery Child,51.505081,-0.110472,-41.2,2012-12-10 13:28:52,12
Nursery Child,51.504919,-0.110612,-39.28,2012-12-10 13:29:07,12
Nursery Child,51.504759,-0.110818,-37.35,2012-12-10 13:29:22,12
Nursery Child,51.504642,-0.110943,-38.8,2012-12-10 13:29:39,12
Nursery Child,51.504555,-0.111058,-38.8,2012-12-10 13:29:54,12
Nursery Child,51.504428,-0.111183,-40.24,2012-12-10 13:30:12,12
Nursery Child,51.504334,-0.111281,-41.2,2012-12-10 13:30:27,12
Nursery Child,51.504329,-0.11133,-40.72,2012-12-10 13:30:46,12
Nursery Child,51.504333,-0.111192,-41.2,2012-12-10 13:30:53,12
Nursery Child,51.504029,-0.110882,-42.16,2012-12-10 13:31:08,12
Nursery Child,51.504269,-0.110899,-40.72,2012-12-10 13:31:24,12
Nursery Child,51.50447,-0.110882,-40.24,2012-12-10 13:31:42,12
Nursery Child,51.504622,-0.110774,-39.76,2012-12-10 13:31:50,12
Nursery Child,51.504849,-0.110601,-37.35,2012-12-10 13:32:07,12
Nursery Child,51.504545,-0.110874,-32.07,2012-12-10 13:32:24,12
Nursery Child,51.504562,-0.11102,-31.11,2012-12-10 13:32:37,12
Nursery Child,51.50474,-0.11112,-30.62,2012-12-10 13:32:54,12
Nursery Child,51.504976,-0.111027,-30.62,2012-12-10 13:33:14,12
Nursery Child,51.504973,-0.11102,-32.07,2012-12-10 13:33:30,12
Nursery Child,51.504787,-0.111149,-30.14,2012-12-10 13:33:52,12
Nursery Child,51.504836,-0.110985,-22.45,2012-12-10 13:34:06,12
Nursery Child,51.505018,-0.110855,-14.28,2012-12-10 13:34:27,12
Nursery Child,51.505044,-0.110769,-10.44,2012-12-10 13:34:39,12
Nursery Child,51.504931,-0.110864,-5.63,2012-12-10 13:35:01,12
Nursery Child,51.5049,-0.110958,-3.23,2012-12-10 13:35:16,12
Nursery Child,51.504932,-0.110921,-3.23,2012-12-10 13:35:27,12
Nursery Child,51.504787,-0.111229,-0.82,2012-12-10 13:35:40,12
Nursery Child,51.504965,-0.110921,-0.82,2012-12-10 13:35:52,12
Nursery Child,51.504889,-0.110936,0.62,2012-12-10 13:36:12,12
Nursery Child,51.504756,-0.111112,1.58,2012-12-10 13:36:30,12
Nursery Child,51.504718,-0.111047,1.58,2012-12-10 13:36:54,12
Nursery Child,51.504718,-0.110997,-0.82,2012-12-10 13:37:17,12
Nursery Child,51.504801,-0.110882,-0.82,2012-12-10 13:37:35,12
Nursery Child,51.504824,-0.110851,-0.34,2012-12-10 13:37:51,12
Nursery Child,51.504848,-0.110859,0.14,2012-12-10 13:38:18,12
Nursery Child,51.504721,-0.11096,-0.34,2012-12-10 13:38:32,12
Nursery Child,51.504666,-0.111068,-0.34,2012-12-10 13:38:49,12
Nursery Child,51.504667,-0.111088,-0.34,2012-12-10 13:39:10,12
Nursery Child,51.504622,-0.111332,-0.82,2012-12-10 13:39:34,12
Nursery Child,51.504589,-0.111315,-1.79,2012-12-10 13:40:13,12
Nursery Child,51.504678,-0.111403,-1.79,2012-12-10 13:40:42,12
Nursery Child,51.504712,-0.111368,-2.75,2012-12-10 13:41:00,12
Nursery Child,51.504792,-0.111233,-2.75,2012-12-10 13:41:17,12
Nursery Child,51.504782,-0.111248,-2.75,2012-12-10 13:41:38,12
Nursery Child,51.504726,-0.111297,-2.75,2012-12-10 13:42:03,12
Nursery Child,51.50471,-0.111187,-6.11,2012-12-10 13:42:19,12
Nursery Child,51.504652,-0.111133,-7.55,2012-12-10 13:42:48,12
Nursery Child,51.504675,-0.111212,-5.63,2012-12-10 13:43:06,12
Nursery Child,51.504668,-0.111208,-4.19,2012-12-10 13:43:11,12
Nursery Child,51.505151,-0.110826,16.96,2012-12-10 13:44:46,12
Nursery Child,51.504547,-0.111161,-0.82,2012-12-10 13:45:06,12
Nursery Child,51.504371,-0.110726,-3.23,2012-12-10 13:45:28,12
Nursery Child,51.503737,-0.11123,-5.63,2012-12-10 13:45:41,12
Nursery Child,51.504119,-0.111238,-6.59,2012-12-10 13:45:54,12
Nursery Child,51.504734,-0.111096,-7.55,2012-12-10 13:46:36,12
Nursery Child,51.504879,-0.111129,-6.59,2012-12-10 13:46:47,12
Nursery Child,51.505242,-0.110394,-33.03,2012-12-10 13:48:42,12
Nursery Child,51.505067,-0.1106,-33.99,2012-12-10 13:48:56,12
Nursery Child,51.504982,-0.11087,-30.62,2012-12-10 13:49:16,12
Nursery Child,51.504849,-0.111046,-30.14,2012-12-10 13:49:38,12
Nursery Child,51.504623,-0.11102,-32.07,2012-12-10 13:49:55,12
Nursery Child,51.50472,-0.110884,-28.7,2012-12-10 13:50:09,12
Nursery Child,51.50486,-0.110878,-32.55,2012-12-10 13:50:45,12
Nursery Child,51.504884,-0.111013,-32.55,2012-12-10 13:51:21,12
Nursery Child,51.504856,-0.111167,-34.95,2012-12-10 13:51:55,12
Nursery Child,51.504872,-0.11116,-36.87,2012-12-10 13:52:12,12
Nursery Child,51.50483,-0.110992,-27.26,2012-12-10 13:52:53,12
Nursery Child,51.504865,-0.110879,-22.93,2012-12-10 13:53:11,12
Nursery Child,51.504855,-0.110929,-18.61,2012-12-10 13:53:34,12
Nursery Child,51.504824,-0.110877,-13.8,2012-12-10 13:54:04,12
Nursery Child,51.504759,-0.110981,-12.84,2012-12-10 13:54:26,12
Nursery Child,51.504847,-0.110976,-12.36,2012-12-10 13:54:46,12
Nursery Child,51.504864,-0.111075,-12.36,2012-12-10 13:54:50,12
Nursery Child,51.504871,-0.111223,-11.88,2012-12-10 13:54:56,12
Nursery Child,51.504875,-0.111823,-3.71,2012-12-10 13:55:15,12
Nursery Child,51.504797,-0.111914,-1.79,2012-12-10 13:55:37,12
Nursery Child,51.504739,-0.111869,-0.34,2012-12-10 13:55:49,12
Nursery Child,51.504619,-0.111736,0.62,2012-12-10 13:56:04,12
